ID_Lands,ColorType,AnnounceTH,CodeDeed,TypeCode,CodeProperty,SellPrice,Costestimate,CostestimateB,MarketPrice,PriceWA,LandR,LandG,LandWA,Land,Deed,RoadType,RoadWide,GroundLevel,GroundValue,MoreDetails,Latitude,Longitude,AsseStatus,ObservationPoint,Location,LProvince,LAmphur,LDistrict,LZipCode,ContactUo,ContactSo,ContactUt,ContactSt,ContactU,ContactS,Place,Blind,Neareducation,Cenmarket,Market,River,Mainroad,Insoi,Letc,WxD,LandAge,PPStatus,ImageEX,Owner,Created,UserType
l4486,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายด่วน ที่ดินติดถนน อำเภอโพธาราม จังหวัดราชบ,l4486, ,652,11850000,10000000,10000000,15000000,6236.84211,4.0,3,0.0,80*95,น.ส.4จ.,ยางมะตอย,8 เมตร,สูงกว่าถนน,0.3,ติดถนน หมู่ 5 ตำบลเจ็ดเสมียน อำเภอโพธาราม จังหวัดราชบุรี,13.636266099999999,99.82105939999997,ว่าง,- ห่างจากแม่น้ำแม่กลอง 200 เมตร - ใกล้วัดตึกห,ติดถนน หมู่ 5,ราชบุรี,โพธาราม,เจ็ดเสมียน,70120,127.0, ,127, ,127,เจ้าของ, ,0,0,0,0,0,1,0, , ,6,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-22 12:12:56,Long-Term
l4549,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ที่ดิน คลองหกวา พระอาจารย์ นครนายก,l4549, ,มยน0012455,7699000,7698000,7690000,7699440,4207.10383,4.0,0,230.0,17*22,น.ส.3,ยางมะตอย,8 เมตร,ต่ำกว่าถนน,1.0,เส้นทางไปถนนฉะเชิงเทรา-บางน้ำเปรี้ยว -ที่สวยติดถนนเส้นทางหลักคมนาคม ขนส่งจากท่าเรือภาคตะวันออก ตอบรับ AEC -ซื้อไว้เก็งกำไรในอนาคต2-3ปี -ห่างจากถนนสายหลัก 100 เมตร -ตอบโจทย์นโยบายของทุกรัฐบาล,13.9811747,101.03158229999997,ว่าง, ,"พระอาจารย์, นครนายก, ไทย, 26120",นครนายก,องครักษ์,พระอาจารย์,26120,127.0, ,127, ,127,เจ้าของ, ,0,0,0,0,0,1,0, , ,2,ยังไม่ขาย,https://landvist.xyz/images/img_1575956458903.jpg,38,1476-12-04 00:40:30,Long-Term
l4724,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายที่ดินวิวทุ่งนา ติดถนนดำ เชียงราย,l4724, , ,2000000,0,0,0,1587.30159,3.0,0,60.0,0,น.ส.3ก.,ยางมะตอย,12 เมตร,สูงกว่าถนน,0.0, ,13.840406900000001,100.65116970000001,ฝากขาย,ติดถนนทางหลวงหมายเลข 1003,แม่ลาว เชียงราย,เชียงราย,แม่ลาว,ป่าก่อดำ,57250,796859.0, ,796859, ,796859,เจ้าของ, ,0,1,0,1,0,1,0, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1599473978266.jpg,79,1457-01-01 17:00:00,Short-Term
l4768,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงA7,l4768, , ,2800000,0,0,0,7000.0,1.0,0,0.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.071786653562256,99.87640254078369,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595846831454.jpg,79,1477-07-22 01:48:45,Short-Term
l4930,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขายด่วน! ที่ดิน 1 ไร่ ถมแล้วแปลงสวยติดถนนใหญ่,l4930, ,7445276,4200000,4000000,5000000,4000000,42000.0,0.0,3,100.0,24*61,น.ส.4จ.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.2,ถมแล้ว แปลงสวย ติดถนนใหญ่,20.071786653562256,99.87640254078369,จำนอง,ห่างจากสามแยกตัดถนนพหลโยธิน 350 เมตร,-,เชียงราย,แม่ลาว,ดงมะดะ,57250,0.0, ,0, ,0,นายหน้า, ,0,0,0,0,0,1,0, , ,10, ,https://landvist.xyz/images/img_1570349264048.jpg,48,1476-10-06 15:53:05,Long-Term
l4947,พื้นที่สีขาวมีกรอบและเส้นทะแยงสีเขียว – ที่ดินประเภทอนุรักษ์ชนบทและเกษตรกรรม,ขาย ที่โฉนดสวย วิวทิวเขาล้อม ถมแล้ว แบ่งขาย 4,l4947, ,445,1150000,15000000,1500000,1000000,6764.70588,0.0,1,70.0,20*34,น.ส.4จ.,คอนกรีต,2 เมตร,สูงกว่าถนน,0.1,ที่โฉนดสวย วิวทิวเขาล้อม ถมแล้ว แบ่งขาย 4 แปลง แปลงละ 170 ตร. ว. เจ้าของขายตรง(ไม่มีนายหน้า) สามารถเลือกการชำระที่พอใจได้,14.203838699999999,101.22687730000007,ว่าง,# 3 นาทีจากนาพระเทพฯ ในรร.นายร้อย จปร. #10 นา,พรหมณี,นครนายก,เมืองนครนายก,นครนายก,26000,127.0, ,127, ,127,เจ้าของ, ,0,1,0,0,0,0,1, , ,6,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-22 12:32:07,Short-Term
l4977,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินจัดสรร ใกล้สนามบิน แปลงที่ 9,l4977, , ,1122000,0,0,0,6000.0,0.0,0,187.0,20*36,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.955278,99.891194,ฝากขาย,ใกล้สนามบินเชียงราย,บ้านดู่,เชียงราย,เมืองเชียงราย,บ้านดู่,57100,796859.0, ,796859, ,796859,นายหน้า, ,0,1,0,0,1,1,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1600402825521.jpg,79,1457-01-01 17:00:00,Short-Term
l4997,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงA8,l4997, , ,2800000,0,0,0,7000.0,1.0,0,0.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.071717634320407,99.87617806406249,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595846883789.jpg,79,1477-07-22 01:46:41,Short-Term
l5003,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายด่วน ที่นาวิวสวย 10 ไร่ ใน จังหวัดเชียงราย,l5003, , ,8000000,0,0,0,2000.0,10.0,0,0.0,0,น.ส.4จ.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.9542835,99.8791495,ฝากขาย,ใกล้สนามบินนานาชาติเชียงราย ศูนย์ราชการ วิทยา,ตำบลริมกก อำเภอเมือง จังหวัดเชียงราย,เชียงราย,เมืองเชียงราย,ริมกก,57100,796859.0, ,796859, ,796859,นายหน้า, ,0,0,0,1,0,1,0,ใกล้สนามบิน, ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1599113830007.jpg,79,1457-01-01 17:00:00,Short-Term
l5093,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินจัดสรร ใกล้สนามบิน แปลงที่ 17,l5093, , ,946000,0,0,0,5500.0,0.0,0,172.0,22*32,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.955278,99.891194,ฝากขาย,สนามบินเชียงราย,บ้านดู่,เชียงราย,เมืองเชียงราย,บ้านดู่,57100,796859.0, ,796859, ,796859,นายหน้า, ,0,1,0,0,1,1,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,79,1457-01-01 17:00:00,Short-Term
l5147,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินระยองติดเซ็นทรัล,l5147, ,MCH0210,13000000,14000000,14000000,15000000,0.0,38.0,0,0.0,60800,น.ส.3,ดิน, ,ต่ำกว่าถนน,0.8,ขายที่ดิน38ไร่กว่าๆสวยๆหน้ากว้าง200เมตรลึก250,19.955278,99.891194,ว่าง,ติดเซ็นทรัล,"ห้วยใหญ่, บางละมุง, ชลบุรี",ชลบุรี,เมืองชลบุรี,ห้วยกะปิ,20000,127.0, ,127, ,127,นายหน้า, ,0,0,1,0,0,0,0, , ,15, ,https://landvist.xyz/images/img_1570466581300.jpg,46,2019-10-07 16:42:53,Short-Term
l5212,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขาย ที่นา 15-3-13 ไร่ ติดถนนดำ ต. บางแก้วฟ้า ,l5212, ,256,14204250,15000000,15000000,10000000,2250.0,15.0,3,13.0,32*856,น.ส.2,ยางมะตอย,4 เมตร,ต่ำกว่าถนน,1.0,- ด้านหน้าที่ดินเป็น ถนนสาธารณะ,13.793155599999999,100.17236279999996,ว่าง,ใกล้ร้านกาแฟปายนา ใกล้มหาวิทยาลัยสวนสุนันทา ศ,ถนนดำ,นครปฐม,นครชัยศรี,บางแก้วฟ้า,73120,127.0, ,127,เจ้าของ,127,นายหน้า, ,0,1,0,1,0,0,1, , ,5,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-22 11:16:41,Long-Term
l5293,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,Training,l5293, , ,2200000,1800000,2000000,2100000,458.33333,12.0,0,0.0,139x138,น.ส.2,โคลน,1 เมตร,ต่ำกว่าถนน,1.0, ,20.050541924516825,99.87958277649868,ว่าง, ,00000,กาฬสินธุ์,ยางตลาด,บัวบาน,46120,127.0, ,127, ,127,นายหน้า, ,1,0,0,0,0,0,0, , ,4,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,63,1476-11-17 08:21:03,Long-Term
l5316,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,S99S8189 ที่ดินเขาใหญ่,l5316, ,456,8400000,8500000,8500000,8000000,99999.99999,0.0,0,24.0,4*6,น.ส.4จ.,ยางมะตอย,4 เมตร,ต่ำกว่าถนน,0.1,-,14.5095707,101.37753210000004,ว่าง,-,ที่ดินเขาใหญ่ บ้านไร่ดินดำ,นครราชสีมา,ปากช่อง,หมูสี,30130,127.0, ,127, ,127,นายหน้า, ,1,0,0,0,0,1,0, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-18 03:54:51,Long-Term
l5335,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายที่ดินในปาย พื้นที่ 2 ไร่ 1 งาน 43 ตารางวา,l5335, ,465,1700000,2000000,2000000,1500000,1802.75716,2.0,1,43.0,61*61,น.ส.4จ.,โคลน,2 เมตร,สูงกว่าถนน,0.2,ที่ดินแปลงนี้เหมาะสำหรับท่านที่ต้องการหลีกหนีความว ุ่นวายในการสร้างบ้านหลังเล็กๆ สักหลัง ด้วยบรรยากาศที่เงียบสงบ พร้อมวิว ภูเขาและทุ่งนา แถมราคาไม่แพง,19.3061309,98.45250579999993,ว่าง,ติดถนนคอนกรีต และลำเหมืองสาธารณะ และ อยู่ห่าง,-,แม่ฮ่องสอน,ปาย,ทุ่งยาว,58130,127.0, ,127, ,127,นายหน้า, ,1,0,0,0,0,0,1, , ,6,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-22 11:26:18,Long-Term
l5419,พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก,ขายที่ดินเปล่า 4 ไร่ 30 ตารางวา ซอยเทศบาลโคกก,l5419, ,2662666,60310000,60340000,60350000,60360000,37000.0,4.0,0,30.0,100*220,น.ส.4จ.,ยางมะตอย,4 เมตร,ต่ำกว่าถนน,0.12,"ที่ดินเปล่า 4-0-30 ไร่ (1,630 ตารางวา) ในซอยเทศบาลโคกกรวด 14 ห่างจากปากซอย 270 เมตร บนถนนมิตรภาพ ใกล้โรงพยาบาล สถานีตำรวจ ร้านอาหาร ตลาดสด ธนาคาร ปั้มน้ำมัน แวดล้อมไปด้วยสถานศึกษา บริษัท ห้างร้านต่างๆ เดินทางสะดวก สู่อำเภอปากช่อง จังหวัดบุรีรัมย์ จังหวัดปราจีนบุรี ใกล้โครงการ Mega Project รถไฟความเร็วสูงไทย-จีน ในอนาคต",14.982070527030356,102.07940618413087,ว่าง, ,เมือง นครราชสีมา,นครราชสีมา,เมืองนครราชสีมา,มะเริง,30000,127.0, ,127, ,127,นายหน้า, ,0,0,0,1,0,0,1, , ,5,ยังไม่ขาย,https://landvist.xyz/images/img_1583427170564.jpg,59,2020-03-05 23:52:12,Long-Term
l5511,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินเปล่าถมแล้ว สำหรับสร้างบ้าน ที่ดินแปลงสวยพร้อมปลูกบ้าน,l5511, , 920141001-188,428350,0,0,0,6590.0,0.0,0,66.0,17*19,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0,ขายที่ดินเปล่าถมแล้ว สำหรับสร้างบ้าน ที่ดินแปลงสวยพร้อมปลูกบ้าน อยู่ในบ้านฟาร์ม ซอย4 ไม่ไกลจากตัวเมือง เป็นชุมชนเล็กๆ ไม่แออัด เหมาะสำหรับท่านที่กำลังมองหารที่ดินปลูกบ้านที่ต้องการความเป็นส่วนตัว ที่ดินมี 2 แปลง เพื่อนบ้านน่ารัก การเดินทางสะดวกสบาย เหมาะสำหรับเป็นที่อยู่อาศัยเป็นอย่างยิ่ง,19.9630385,99.9185708,ฝากขาย,-สนามบินเชียงราย 7.9 กม. เดินทางประมาณ 11 นาท,เชียงราย,เชียงราย,เมืองเชียงราย,ริมกก,57100,796859.0, ,796859, ,796859,เจ้าของ, ,0,0,0,1,0,0,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1600398836986.jpg,79,1457-01-01 17:00:00,Short-Term
l5535,พื้นที่สีขาวมีกรอบและเส้นทะแยงสีเขียว – ที่ดินประเภทอนุรักษ์ชนบทและเกษตรกรรม,ขายที่ดินเปล่า เนื้อที่ 100 ไร่ ต. ดงมหาวัน อ,l5535, ,562123,45000000,5000000,50000000,6000000,0.0,100.0,0,0.0,400*400,น.ส.4จ.,ดิน,1 เมตร,สูงกว่าถนน,0.3,ทำเลดี วิวสวย อยู่บนเนินเขา,19.9630385,99.9185708,ขายฝาก,-, ,เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,57210,0.0, ,0, ,0,นายหน้า, ,0,0,0,0,1,0,0, , ,10, ,https://landvist.xyz/images/Defult/Defult.png,48,2019-10-05 18:34:12,Long-Term
l5545,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินจัดสรร ใกล้สนามบิน แปลงที่ 8,l5545, , ,1026000,0,0,0,0.0,0.0,0,171.0,21*34,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.955278,99.891194,ฝากขาย,สนามบินเชียงราย,บ้านดู่,เชียงราย,เมืองเชียงราย,บ้านดู่,57100,796859.0, ,796859, ,796859,นายหน้า, ,0,1,0,0,1,1,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1600402611791.jpg,79,1457-01-01 17:00:00,Short-Term
l5566,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายที่ดินแปลงใหญ่ ใกล้เมือง อ.ดอยสะเก็ด ติดถน,l5566, ,254511551,750000,755000,765000,760000,4.1032,456.0,3,85.0,18000*18560,น.ส.3,ยางมะตอย,4 เมตร,ต่ำกว่าถนน,0.52,ที่ดินทั้งหมดมีจำนวน 456 ไร่ 3 งาน 84.7 ตารางวา รวม 136 โฉนด,18.864182106349983,99.12085720151369,ว่าง, ,เชิงดอย ดอยสะเก็ด เชียงใหม่,เชียงใหม่,ดอยสะเก็ด,เชิงดอย,50220,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,1,1,0, , ,8,ยังไม่ขาย,https://landvist.xyz/images/img_1583424483660.jpg,59,2020-03-05 23:07:02,Long-Term
l5646,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงA2,l5646, , ,600000,0,0,0,6000.0,0.0,1,0.0,20*20,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.07205210293478,99.87669524819336,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948, , ,1,1,0,1,0,0,0, , ,8,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595847026829.jpg,79,1477-07-22 02:16:06,Short-Term
l5653,พื้นที่สีแดง – ที่ดินประเภทพาณิชยกรรม,55555,l5653, ,555,555555555,5555555,555555,55555,92.13101,1.0,2,3.0,55,น.ส.3,ยางมะตอย,2 เมตร,สูงกว่าถนน,155.0,5555,20.045159571689087,99.87869417355977,จำนอง,55,555,กาฬสินธุ์,ร่องคำ,เหล่าอ้อย,46210,274791.0, ,274791, ,274791,เจ้าของ, ,0,0,0,0,0,0,0, , ,5,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1591202176394.jpg,27,1477-06-03 00:27:17,Short-Term
l5786,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายที่ดิน 2 ไร่ 1 งาน มีโฉนด ติดคลองส่งน้ำ ขายยกแปลง,l5786, , ,1650000,0,0,0,1727.74869,2.0,1,55.0,0,น.ส.4จ.,คอนกรีต,12 เมตร,สูงกว่าถนน,0.0, ,14.122202900000001,101.1743851,ฝากขาย,ใกล้ โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านหนองทองท,ต.ดงละคร อ.เมืองนครนายก จ.นครนายก,นครนายก,เมืองนครนายก,ดงละคร,26000,794948.0, ,794948, ,794948,เจ้าของ, ,0,0,0,1,0,1,0, , ,5,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1599109971365.jpg,79,1477-06-03 00:27:17,Short-Term
l5852,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายที่นา 6-1-97 ไร่ วิวเขาสวยๆ หน้ากว้างติดถน,l5852, ,658,7791000,8000000,8000000,7500000,3000.0,6.0,1,97.0,100*103,น.ส.3,ยางมะตอย,4 เมตร,ต่ำกว่าถนน,0.0,วิวเขาสวยๆ หน้ากว้างติดถนนหลัก 100 เมตร ติดน้ำด้านหลังติดลำเหมืองสาธารณะบรรยากาศดี,19.012521,98.82525020000004,ว่าง,- ร.ร.เปรมนานาชาติ 6 กม. - ตลาด อบต.เทศบาลริม,-,เชียงใหม่,แม่ริม,สะลวง,50330,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,0,1, , ,6,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-22 11:17:48,Long-Term
l5858,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงB8,l5858, , ,5600000,0,0,0,7000.0,2.0,0,0.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.071648129507658,99.87633892543946,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,6,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595847124930.jpg,79,1477-07-22 01:14:53,Short-Term
l5880,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดิน บ้านแม่ข้าวต้มท่าสุด ต.ท่าสุด อ.เมือง จ.เชียงราย,l5880, , ,1100000,0,0,0,6432.74854,0.0,0,171.0,0,น.ส.3ก.,คอนกรีต,4 เมตร,สูงกว่าถนน,0.0, ,20.07602390808345,99.8770956778687,ฝากขาย, ใกล้ มหาวิทยาลัยแม่ฟ้าหลวง - เขตชุมชน - ใกล้,บ้านแม่ข้าวต้มท่าสุด ต.ท่าสุด อ.เมือง จ.เชียง,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,796859.0, ,796859, ,796859,เจ้าของ, ,0,1,0,1,0,0,1, , ,6,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,79,1477-07-22 01:14:53,Short-Term
l5937,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินจัดสรร ใกล้สนามบิน แปลงที่ 12,l5937, , ,1122000,0,0,0,6000.0,0.0,0,187.0,20*36,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.955278,99.891194,ฝากขาย,สนามบินเชียงราย,บ้านดู่,เชียงราย,เมืองเชียงราย,บ้านดู่,57100,796859.0, ,796859, ,796859,นายหน้า, ,0,1,0,0,1,1,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,79,1457-01-01 17:00:00,Short-Term
l5955,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายที่ดิน 4ไร่ 1งาน 84ตรว เชียงราย ใกล้ตลาดแม,l5955, ,5502338,4900000,5000000,5000000,5000000,2747.0,446.0,2,87.0,10*10,ส.ค.1,ลูกรัง,2 เมตร,ต่ำกว่าถนน,0.3, ,20.3798982,99.89922,ว่าง, , ,เชียงราย,แม่สาย,แม่สาย,57130,796859.0, ,796859, ,796859,นายหน้า, ,0,0,0,1,0,0,0, , ,2, ,https://landvist.xyz/images/img_1569590752948.jpg,39,1476-09-27 10:34:21,Long-Term
l5977,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายสวนไม้สัก ศรีเทพ เพชรบูรณ์ 31ไร่ 6. 99ล้าน,l5977, ,325,6990000,7000000,7000000,8000000,550.52375,31.0,2,97.0,225*225,น.ส.3,โคลน,2 เมตร,สูงกว่าถนน,0.1,-,15.470788199999998,101.01461870000004,ว่าง,ต้นไม้สัก,-,เพชรบูรณ์,ศรีเทพ,โคกสะอาด,67170,127.0, ,127, ,127,เจ้าของ, ,1,0,0,0,0,0,1, , ,30,ยังไม่ขาย,https://landvist.xyz/images/img_1575211511513.jpg,59,1476-12-01 09:18:26,Long-Term
l6063,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงC,l6063, , ,6050000,0,0,0,5500.0,2.0,3,0.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.071696337258704,99.87647777147215,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,30,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595847189949.jpg,79,1477-07-22 01:12:29,Short-Term
l6101,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ที่ดิน อ. แม่จัน เชียงราย,l6101, ,6505997,4500000,4400000,4450000,4600000,84906.0,132.0,4,53.0,10*10,ส.ค.1,โคลน,4 เมตร,สูงกว่าถนน,0.2, ,20.071696337258704,99.87647777147215,ว่าง, , ,เชียงราย,แม่จัน,แม่จัน,57110,794948.0, ,794948, ,794948,นายหน้า, ,0,0,0,0,0,0,1, , ,4, ,https://landvist.xyz/images/img_1569591019542.jpg,39,1476-09-27 10:29:50,Long-Term
l6103,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขายที่ดิน ติดถนนสายเอเชีย 118 เวียงป่าเป้า แม่ขะจาน เชียงราย วิวดอย,l6103, , ,9000000,0,0,0,4289.79981,5.0,0,98.0,0,น.ส.4จ.,คอนกรีต,12 เมตร,สูงกว่าถนน,0.0, ,19.242172399999998,99.54627430000001,ฝากขาย,ที่ว่าการ อ.เวียงป่าเป้า 3.3 กม. โรงพยาบาลเวี,เวียงป่าเป้า แม่ขะจาน เชียงราย,เชียงราย,เวียงป่าเป้า,บ้านโป่ง,57170,794948.0, ,794948, ,794948,เจ้าของ, ,0,0,0,1,0,1,0, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1599112303207.jpg,79,1477-09-03 11:10:26,Short-Term
l6176,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดิน เนื้อที่ 94 ตารางวา ราคาร้อนตัง ในเ,l6176, ,652,3500000,5000000,5000000,4000000,37234.04255,0.0,0,94.0,16*23.5,น.ส.3ก.,คอนกรีต,4 เมตร,สูงกว่าถนน,0.1,สำหรับ นักลงทุน หรือ สำหรับ สร้างบ้านเพื่อ อยู่ อาศัย ปกติ ราคา 5.5ล้าน,16.409698300000002,102.82702990000007,ว่าง,ห่างจากโลตัส เซเว่น ตลาดเคหะ เพียงแค่ 300-400,เหล่านาดี,ขอนแก่น,เมืองขอนแก่น,ในเมือง,40000,127.0, ,127, ,127,นายหน้า, ,0,0,1,1,0,0,1, , ,5,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-22 06:30:42,Short-Term
l6249,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงB2,l6249, , ,750000,0,0,0,7500.0,0.0,1,0.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.071816463824234,99.87625349475098,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,5,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595847262015.jpg,79,1477-07-22 01:39:19,Short-Term
l6253,พื้นที่สีขาวมีกรอบและเส้นทะแยงสีเขียว – ที่ดินประเภทอนุรักษ์ชนบทและเกษตรกรรม,ขายที่ดินเปล่า เนื้อที่ 100 ไร่ ต. ดงมหาวัน อ,l6253, ,562123,45000000,5000000,50000000,6000000,0.0,100.0,0,0.0,400*400,น.ส.4จ.,ดิน,1 เมตร,สูงกว่าถนน,1.2,ทำเลดี วิวสวย อยู่บนเนินเขา,20.071816463824234,99.87625349475098,ขายฝาก,-, ,เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,57210,0.0, ,0, ,0,นายหน้า, ,0,0,0,0,1,0,0, , ,10, ,https://landvist.xyz/images/Defult/Defult.png,48,2019-10-05 18:34:05,Long-Term
