ID_Lands	ColorType	AnnounceTH	CodeDeed	TypeCode	CodeProperty	SellPrice	Costestimate	CostestimateB	MarketPrice	PriceWA	LandR	LandG	LandWA	Land	Deed	RoadType	RoadWide	GroundLevel	GroundValue	MoreDetails	Latitude	Longitude	AsseStatus	ObservationPoint	Location	LProvince	LAmphur	LDistrict	LZipCode	ContactUo	ContactSo	ContactUt	ContactSt	ContactU	ContactS	Place	Blind	Neareducation	Cenmarket	Market	River	Mainroad	Insoi	Letc	WxD	LandAge	PPStatus	ImageEX	Owner	Created	UserType
l6968	พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง	ที่ดิน ชยางกูร บางทรายใหญ่ มุกดาหาร	l6968	 	2546	82000000	80000000	80000000	82500000	6416.77753	31	0	379	140*380	น.ส.4จ.	ยางมะตอย	8 เมตร	สูงกว่าถนน	20	ขายถูกยกแปลง ที่ดิน ติดถนน 4 เลน กม.10 ใกล้สะพานมิตรภาพ ไทยลาว อ.เมือง จ.มุกดาหาร ที่สวยไม่ต้องถม เนื้อที่รวม 31-3-79.3 ไร่ ราคาที่ดินข้างเคียง 3.5 ล้านต่อไร่ ขายถูกๆยกแปลงเหลือ 80 ล้านบาท (ไม่รวมภาษี ค่าโอน) 	16.6415937	104.6966157	ว่าง	 	ชยางกูร บางทรายใหญ่  มุกดาหาร	มุกดาหาร	เมืองมุกดาหาร	บางทรายใหญ่	49000	127	 	127	 	127	เจ้าของ	 	0	0/1/1900 0:00	0	0	0	1	0	 	 	6	ยังไม่ขาย	img_1575956340365.jpg	38	4/12/2019 23:32	Long-term
l7014	พื้นที่สีน้ำตาลอ่อน – ที่ดินประเภทอนุรักษ์เพื่อส่งเสริมเอกลักษณ์ศิลปวัฒนธรรมไทย	ขายที่ดินติดทะเล	l7014	 	157	8160000	8200000	8250000	8060000	28469.75089	0	2	81	45*28	น.ส.3ก.	คอนกรีต	4 เมตร	ต่ำกว่าถนน	0.3	ขายที่ดินติดทะเล ทำเลเยี่ยม มีโฉนด ที่ถมเรียบร้อย ตั้งอยู่ ตำบลชิชล อำเภอชิชล หน้ากว้าง 45 เมตร ความยาว 28 เมตร จนถึงหน้าหาด	9.0179504	99.9111798	ว่าง	สิชลซีฟู๊ด ร้านอาหารบรรยากาศริมคลองสิชล	Unnamed Road	นครศรีธรรมราช	สิชล	สิชล	80120	127	 	127	 	127	นายหน้า	 	0	0	0	0	1	1	0	 	 	5	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 11:42	Long-term
l7161	พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย	new land	l7161	 	222	2000000	2300000	2400000	1900000	4347.82609	1	0	60	20*30	น.ส.4จ.	โคลน	4 เมตร	ต่ำกว่าถนน	1.1	 	13.5990961	100.5998319	ว่าง	ตลาดต้นตาล	34/5	สมุทรปราการ	บางบ่อ	บ้านระกาศ	10560	0	 	0	 	0	เจ้าของ	 	0	1	1	1	0	0	0	 	 	3	ยังไม่ขาย	Defult/Defult.png	29	12/11/2019 3:47	Long-term
l7289	พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก	G ขายที่ดินเปล่า หมู่บ้านนีโอซิตี้ Neo City น	l7289	 	785	7550000	8000000	8000000	7000000	50000	0	1	51	40*16	น.ส.3ก.	คอนกรีต	8 เมตร	สูงกว่าถนน	0.1	ขายยกแปลง เหมาะสร้างบ้านขายหรืออยู่อาศัย	13.9474537	100.567651	ว่าง	ใกล้ทางด่วนศรีสมาน ใกล้มหาวิทยาลัยรังสิต ใกล้	หมู่บ้านนีโอซิตี้ neo city นาวง สรงประภา	กรุงเทพมหานคร	เขตดอนเมือง	สีกัน	10210	127	 	127	 	127	นายหน้า	 	0	1	1	1	0	0	1	 	 	6	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 5:32	Short-Term
l7322	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ที่ดินเปล่า แม่สาย เชียงราย	l7322	 	6201808	3000000	3200000	3500000	3100000	1429	5	2	21	10*10	น.ส.3ก.	ยางมะตอย	4 เมตร	ต่ำกว่าถนน	0.5	 	20.3839351	99.8956827	ว่าง	 	 	เชียงราย	แม่สาย	แม่สาย	57130	N/A	 	N/A	 	N/A	นายหน้า	 	0	0	0	0	0	1	0	 	 	2	 	img_1569591477862.jpg	39	27/9/2019 13:37	Long-term
l7397	พื้นที่สีน้ำตาลอ่อน – ที่ดินประเภทอนุรักษ์เพื่อส่งเสริมเอกลักษณ์ศิลปวัฒนธรรมไทย	ที่ดิน - หมูสี นครราชสีมา	l7397	 	2265541	10000000	9990000	9900000	10000000	10000	2	0	200	90*70	น.ส.3	คอนกรีต	4 เมตร	ต่ำกว่าถนน	2.3	ขายด่วนที่ดินทำเลสวยเหมาะกับทำรีสอร์ต ใกล้กับทางเข้าอุทยานแห่งชาติเขาใหญ่ ติดถนนมีทางเข้าออก สะดวก	14.5095707	101.3775321	ขายฝาก	 	จ.นครราชสีมา อ.ปากช่อง  ต.หมู่สี 	นครราชสีมา	ปากช่อง	หมูสี	30130	127	 	127	 	127	เจ้าของ	 	0	0	0	0	0	1	1	 	 	6	ยังไม่ขาย	img_1575957073410.jpg	38	4/12/2019 22:02	Long-term
l7580	พื้นที่สีแดง – ที่ดินประเภทพาณิชยกรรม	ขายที่สวนทุเรียน อำเภอท่าใหม่ จังหวัดจันทบุรี	l7580	 	652	20000000	30000000	30000000	20000000	5263.15789	9	2	0	50*64	น.ส.2	ดิน	4 เมตร	ต่ำกว่าถนน	0.3	เหมาะสำหรับทำล้งผลไม้ หรือกิจการพาณิชย์ เดินทางสะดวก เข้าซอยจากถนนสุขุมวิทเพียง 1 กม.	12.606361	102.305278	ว่าง	-	-	จันทบุรี	ท่าใหม่	เขาบายศรี	22120	127	 	127	นายหน้า	127	เจ้าของ	 	0	0	1	0	0	1	0	 	 	 	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 17:39	Long-term
l7632	พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง	ขายด่วน สุดยอดที่ดิน ทำเลทอง	l7632	 	2943590	11000000	11500000	12000000	13000000	44000	0	2	50	20*50	น.ส.4จ.	คอนกรีต	4 เมตร	ต่ำกว่าถนน	0.1	ที่ดิน 250 ตารางวา สุดยอดทำเลทอง บนถนน เพชรเกษม 96 ซอย 3 สุดซอยอยู่ขวามือ เหมาะสร้างบ้านจัดสรร อาคาร โรงงาน พร้อมโอนทันที ค่าใช้จ่ายกรมที่ดินคนละครึ่ง	10.5100931	99.1217643	ว่าง	#NAME?	203	กรุงเทพมหานคร	เขตบางแค	บางแคเหนือ	10160	127	 	127	 	127	นายหน้า	 	1	0	0	0	0	0	1	 	 	2	ยังไม่ขาย	Defult/Defult.png	59	18/11/2019 14:54	Short-Term
l7711	พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก	ขายด่วน ที่ดิน ถมแล้ว 50% ใกล้รถไฟฟ้า BTS เพี	l7711	 	465	122508000	100000000	120000000	150000000	36000	8	2	3	116*116	น.ส.4จ.	ยางมะตอย	8 เมตร	ต่ำกว่าถนน	0.1	ที่ดินถมแล้ว เหมาะสร้างคอนโด ที่พักอาศัย ถนนแพรกษา ท้ายบ้าน ปากน้ำ	13.5776284	100.6166844	ว่าง	1) ใกล้ถนนใหญ่ แค่ 100 เมตร และ ห่างรถไฟฟ้า B	Thanon Phraeksa	สมุทรปราการ	เมืองสมุทรปราการ	ท้ายบ้านใหม่	10280	127	 	127	 	127	นายหน้า	 	0	1	1	1	0	1	0	 	 	-	ยังไม่ขาย	Defult/Defult.png	59	18/11/2019 19:26	Short-Term
l7743	พื้นที่สีแดง – ที่ดินประเภทพาณิชยกรรม	ขายที่ดินติดถนนใหญ่? ใกล้ตลาดเจริญศรี ที่ดินส	l7743	 	TK-1944-B60	4900000	5000000	5000000	4500000	33561.64384	0	1	46	25*25	น.ส.4จ.	ยางมะตอย	12 เมตร	ต่ำกว่าถนน	0.2	แบ่งแยกโฉนดแล้ว? 6 แปลงพร้อมสร้าง	15.1898389	104.860019	ว่าง	-	454	อุบลราชธานี	วารินชำราบ	ธาตุ	34190	127	 	127	 	127	นายหน้า	 	0	0	0	0	0	1	0	 	 	3	ยังไม่ขาย	Defult/Defult.png	59	18/11/2019 19:43	Long-term
l7866	พื้นที่สีเม็ดมะปราง – ที่ดินประเภทคลังสินค้า	ขายด่วน! ที่ดิน 1 ไร่ ถมแล้วแปลงสวยติดถนนใหญ่	l7866	 	R018-009**	3900000	4100000	4000000	3500000	9750	0	3	100	24*61	น.ส.3ก.	คอนกรีต	12 เมตร	สูงกว่าถนน	0.1	ที่ดิน 1 ไร่ ถมแล้ว แปลงสวย ติดถนนใหญ่ ต.ดงมะดะ อ.แม่ลาว จ.เชียงราย	19.6473134	100.2650551	จำนอง	- ห่างจากสามแยกตัดถนนพหลโยธิน 350 เมตร	-	เชียงราย	แม่ลาว	ดงมะดะ	57250	0	 	0	 	0	นายหน้า	 	0	0	0	0	0	1	0	 	 	25	ยังไม่ขาย	Defult/Defult.png	59	8/11/2019 20:43	Long-term
l8078	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ขายที่ดินจังหวัดชัยนาท ปลูกยางแล้วอายุ 3 ปี แ	l8078	 	77128	127560000	135000000	130000000	125000000	300	1063	0	0	13041*13041	น.ส.2	คอนกรีต	4 เมตร	ต่ำกว่าถนน	0.1	"ขายที่ดินจังหวัดชัยนาท จำนวน 1,063 ไร่ ปลูกยางแล้วอายุ 3 ปี มีไฟฟ้า และสิ่งปลูกสร้าง"	15.085406	99.8683073	ว่าง	-	Unnamed Road	ชัยนาท	หันคา	ไพรนกยูง	17130	127	 	127	 	127	นายหน้า	 	0	0	0	0	0	0	1	 	 	3	ยังไม่ขาย	Defult/Defult.png	59	18/11/2019 14:12	Long-term
l8101	พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก	Training	l8101	 	 	5400000	4900000	4800000	5000000	27551.02041	0	0	196	200x400	น.ส.2	ยางมะตอย	8 เมตร	สูงกว่าถนน	 	 	20.05054192	99.87958278	จำนอง	 	0	ลำปาง	เมืองลำปาง	บ้านแลง	52000	127	 	127	 	127	นายหน้า	 	0	1	1	0	0	1	0	 	 	2	ยังไม่ขาย	Defult/Defult.png	63	17/11/2019 15:13	Long-term
l8331	พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย	"ขายที่ดิน เดอะ เอสเตท เรซิเด้นท์ ใน ป่าคลอก ,"	l8331	 	ESMEL0153	35900000	35000000	35900000	35900000	448750	3	2	80	51	น.ส.4จ.	คอนกรีต	8 เมตร	สูงกว่าถนน	0.5	ชื่อทรัพย์สิน: เดอะ เอสเตท เรซิเด้นท์	N/A	N/A	ว่าง	 	สายบ้านหลังแดง-บ้านอ่าวปอ (ภก.4031) ป่าคลอก ถ	ภูเก็ต	ถลาง	ป่าคลอก	83110	104	 	104	 	104	เจ้าของ	 	0	0	0	0	0	0	1	 	 	2	 	img_1570477803376.jpg	38	7/10/2019 19:49	Long-term
l8333	พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง	ขายที่ดิน 30-2-39 ไร่ ติดถนน ชายทะเล-บางขุนเท	l8333	 	658410	122400000	125000000	130000000	140000000	10000.81706	30	2	39	221*221	ส.ค.-01	ยางมะตอย	8 เมตร	สูงกว่าถนน	0.1	เดินทางสะดวก ไปได้หลายเส้นทาง	13.5676036	100.4284178	ว่าง	#NAME?	1103	กรุงเทพมหานคร	เขตบางขุนเทียน	ท่าข้าม	10150	127	 	127	 	127	นายหน้า	 	0	0	0	0	0	1	1	 	 	3	ยังไม่ขาย	Defult/Defult.png	59	18/11/2019 14:38	Short-Term
l8483	พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย	ขาย ที่ดิน เชียงราย 2 ไร่	l8483	 	2155544	4500000	4200000	4000000	3500000	5521.47239	2	0	15	70*47	ส.ค.-01	โคลน	4 เมตร	สูงกว่าถนน	0.2	ที่ดินสโลปลงไปที่หนองน้ำ เหมาะทำร้านกาแฟ บ้านพักตากอากาศ แปลงข้างเคียง	19.9332624	99.7121206	ว่าง	ซอยแยกจากบายพาสใหม่เชียงราย 	ถนนบรรพปราการ	เชียงราย	เมืองเชียงราย	ดอยฮาง	57000	0	 	0	 	0	นายหน้า	 	0	0	0	0	0	0	1	 	 	3	ยังไม่ขาย	Defult/Defult.png	59	14/11/2019 11:04	Long-term
l8735	พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง	ขายที่ดินเปล่าเนื้อที่ 200 ตารางวา ถนนลำลูกกา	l8735	 	785	5000000	5500000	5500000	5000000	25000	0	1	100	40*20	น.ส.4จ.	คอนกรีต	4 เมตร	ต่ำกว่าถนน	0.3	ที่ดินอยู่ในซอยแสงสีนิลเพียง 300 เมตร เข้าออกได้หลายทาง ใกล้รถไฟฟ้าสายสีเขียว จะเปิดใช้ในปี 2020	13.93924791	100.6599763	ว่าง	#NAME?	ซอยเปียร์นนท์ 	ปทุมธานี	ลำลูกกา	คูคต	12130	127	 	127	 	127	นายหน้า	 	0	0	1	1	0	0	1	 	 	5	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 4:49	Long-term
l8751	พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง	ที่ดิน ชยางกูร บางทรายใหญ่ มุกดาหาร 	l8751	 	216226363	81000000	80000000	79000000	80000000	6338.52414	31	0	379	140*380	น.ส.4จ.	คอนกรีต	8 เมตร	สูงกว่าถนน	0.3	ขายถูกยกแปลง ที่ดิน ติดถนน 4 เลน กม.10 ใกล้สะพานมิตรภาพ ไทยลาว อ.เมือง จ.มุกดาหาร ที่สวยไม่ต้องถม เนื้อที่รวม 31-3-79.3 ไร่ ราคาที่ดินข้างเคียง 3.5 ล้านต่อไร่ ขายถูกๆยกแปลงเหลือ 80 ล้านบาท (ไม่รวมภาษี ค่าโอน) 	16.6415937	104.6966157	ว่าง	 	บ.ชยางกูร ต.บางทรายใหญ่ อ.เมืองมุกดาหาร จ.เมื	มุกดาหาร	เมืองมุกดาหาร	บางทรายใหญ่	49000	127	 	127	 	127	เจ้าของ	 	0	0	0	0	0	1	0	 	 	5	ยังไม่ขาย	Defult/Defult.png	38	1/5/2001 7:00	Long-term
l8995	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ที่ดิน - สะเมิงเหนือ เชียงใหม่	l8995	 	ว403565	56000000	55500000	57000000	56000000	1250	112	0	0	6480*2480	น.ส.3	โคลน	4 เมตร	สูงกว่าถนน	1	ที่ดินพร้อมสิ่งปลูกสร้างและสวนเกษตร ต.แม่แพะ อ.สะเมิง อยู่ห่างจากตัวเมืองเชียงใหม่ ประมาณ 50 km	18.9695791	98.7371039	ฝากขาย	 	 ต.สะเมิงเหนือ อ.สะเมิง จ.เชียงใหม่	เชียงใหม่	สะเมิง	สะเมิงเหนือ	50250	127	 	127	 	127	นายหน้า	 	0	0	0	0	0	0	1	เนิน	 	8	ยังไม่ขาย	img_1575956994617.jpg	38	4/12/2019 22:38	Long-term
l9030	พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย	ออมเข้าโกรพม่า นครสวรรค์ออก นครสวรรค์	l9030	 	216566	2600000	2600000	2600000	2600000	14606.74157	0	0	178	25*20	น.ส.4จ.	คอนกรีต	4 เมตร	สูงกว่าถนน	0.1	ายที่ดิน 178 ตารางว่า อ.เมือง จ.นครสวรรค์ 2.6 ล้าน ไกล้ โรงแรม โรงเรียน	15.6987382	100.11996	ว่าง	 	 ตำบล นครสวรรค์ออก อำเภอเมืองนครสวรรค์ จังหวั	นครสวรรค์	เมืองนครสวรรค์	นครสวรรค์ออก	60000	127	 	127	 	127	เจ้าของ	 	0	0	0	0	0	0	1	 	 	5	ยังไม่ขาย	img_1575952940329.jpg	38	5/12/2019 0:06	Long-term
l9069	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ที่ดิน เชียงราย-ดอยลาน 	l9069	 	1321152	1955000	1953000	1950000	1956000	407.29167	11	2	200	120*160	น.ส.3	โคลน	2 เมตร	ต่ำกว่าถนน	2	"ขายที่ดิน 11 ไร่ 2 งาน ไร่ละ 170,000 บาท ต.ห้วยสัก เชียงราย ใกล้ถนนสายเชียงราย-เทิง (หมายเลข 1020)"	19.7473595	99.8794744	ว่าง	 ไร่เชิญตะวัน	"ดอยลาน, เชียงราย, ไทย, 57000"	เชียงราย	เมืองเชียงราย	ห้วยสัก	57000	127	 	127	 	127	นายหน้า	 	0	0	0	0	1	0	1	พื้นที่ เกษตร	 	10	ยังไม่ขาย	img_1575919544641.jpg	38	4/12/2019 21:45	Long-term
l9114	พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย	ขายที่ดินเปล่าเขาใหญ่ ติดถนนธนรัตน์	l9114	 	600022	490900000	492900000	492900000	493900000	39563.18504	31	0	8	1200*1280	น.ส.4จ.	ยางมะตอย	4 เมตร	ต่ำกว่าถนน	0.26	ขายที่ดินเปล่าติดถนนธนรัตน์ ทางขึ้นอุทยานแห่งชาติเขาใหญ่ ขนาด 31-0-8 ไร่ แวดล้อมไปด้วยสถานที่ท่องเที่ยว โรงแรม รีสอร์ท ร้านอาหาร	14.71334308	101.4265185	จำนอง	 	ปากช่อง นครราชสีมา	นครราชสีมา	ปากช่อง	พญาเย็น	30320	127	 	127	 	127	นายหน้า	 	0	0	0	0	0	1	1	 	 	13	ยังไม่ขาย	img_1583426338928.jpg	59	5/3/2020 23:38	Long-term
l9213	พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย	"ขายที่ดิน กรีนเลค ใน คลองราชาเทวะ, บางพลี, สม"	l9213	 	851565	3720000	3720000	3720000	3720000	13191.48936	0	2	82	38	น.ส.3	คอนกรีต	8 เมตร	สูงกว่าถนน	0.12	ชื่อทรัพย์สิน: กรีนเลค	13.5918054	100.8182727	ว่าง	 	 บางนา-ตราด ราชาเทวะ บางพลี สมุทรปราการ	สมุทรปราการ	บางพลี	ราชาเทวะ	10540	127	 	127	 	127	เจ้าของ	 	0	0	0	0	0	1	0	 	 	20	ยังไม่ขาย	Defult/Defult.png	38	2/12/2019 1:44	Long-term
l9275	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ขายที่ดินสวยติดเขา 2 แปลง เนื้อที่ 500 และ 73	l9275	 	856	8500000	10000000	10000000	8000000	84158.41584	0	1	1	40*50	ส.ค.-01	โคลน	4 เมตร	ต่ำกว่าถนน	0.1	ขายที่ดินสวย 2 แปลง ขนาด 500 ตรว.และ 732 ตรว. ที่ดินทั้งสองแปลงอยู่ติดกัน ด้านหลังติดเขา	14.5095707	101.3775321	ว่าง	อยู่ห่างจาก ถ.ธนะรัชต์ กม. 13 เพียง 5 กิโลเมต	หมู่ 12 บ้านท่าช้างใต้	นครราชสีมา	ปากช่อง	หมูสี	30130	127	 	127	 	127	นายหน้า	 	1	0	0	0	0	0	0	 	 	5	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 4:29	Long-term
l9339	พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง	ขายที่ดิน ติดถนนใหญ่ประชาอุทิศ-ห้วยขวาง	l9339	 	7494012	80000000	65000000	50000000	85000000	99999.99999	0	2	78	40*34	น.ส.2	ยางมะตอย	4 เมตร	ต่ำกว่าถนน	0.1	ขายที่ดิน ติดถนนใหญ่ประชาอุทิศ-ห้วยขวาง แหล่งชุมชนค้าขาย ทำเลดีมาก!	13.7705392	100.5854817	ว่าง	 	 	กรุงเทพมหานคร	เขตห้วยขวาง	สามเสนนอก	10310	127	นายหน้า	127	นายหน้า	127	นายหน้า	 	0	1	1	0	0	0	1	 	 	3	ยังไม่ขาย	Defult/Defult.png	59	18/11/2019 13:36	Short-Term
l9626	พื้นที่สีเม็ดมะปราง – ที่ดินประเภทคลังสินค้า	"Land In Hua Hin, Prachuap Khiri Khan"	l9626	 	642	1580000	1500000	1500000	1600000	8404.25532	0	1	88	15*50	น.ส.4จ.	ยางมะตอย	4 เมตร	ต่ำกว่าถนน	0.1	"พื้นที่สี่เหลี่ยมผืนผ้า ติดถนนทั้ง 2 ด้าน ใช้ประโยชน์ได้หลากหลาย เช่น สร้างบ้านอยู่เอง , โกดังสินค้า , โรงเก็บรถ , Apartment , สร้างโรงงานน้ำแข็งหรือน้ำดื่ม เพราะมีแหล่งน้ำในพื้นที่นี้เลย (Tank Tower) หรือปลูกพืช Organic Farm"	12.5720447	99.9059946	ว่าง	ขับรถจากตัวเมืองหัวหิน ไปทางวัดห้วยมงคลเพียง 	ห้วยมงคล ซอยมัชวงศ์ หมู่ 10	ประจวบคีรีขันธ์	หัวหิน	หินเหล็กไฟ	77110	127	 	127	 	127	นายหน้า	 	1	0	0	0	0	0	1	 	 	-	ยังไม่ขาย	Defult/Defult.png	59	18/11/2019 19:54	Long-term
l9800	พื้นที่สีม่วง – ที่ดินประเภทอุตสาหกรรมและคลังสินค้า	Training	l9800	 	 	30000000	29000000	28000000	29500000	6250	12	0	0	139x138	น.ส.4จ.	โคลน	2 เมตร	ต่ำกว่าถนน	1	 	20.05054192	99.87958278	ว่าง	 	0	ลพบุรี	เมืองลพบุรี	ท่าหิน	15000	127	 	127	 	127	เจ้าของ	 	1	0	0	0	0	0	0	 	 	1	ยังไม่ขาย	Defult/Defult.png	63	17/11/2019 15:44	Long-term
l9979	พื้นที่สีม่วง – ที่ดินประเภทอุตสาหกรรมและคลังสินค้า	ขายที่ดินทำเลดี บุรีรัมย์	l9979	 	502	16200000	16000000	16000000	15000000	12857.14286	3	0	60	70*72	น.ส.4จ.	คอนกรีต	8 เมตร	สูงกว่าถนน	-2	"ที่ดินมี3โฉนด/โฉนดละ1ไร่ติดกัน ต้องการขายยกแปลงราคา5,400,000บ."	14.9882016	103.0299331	ว่าง	#NAME?	-	บุรีรัมย์	เมืองบุรีรัมย์	กระสัง	31000	127	 	127	 	127	เจ้าของ	 	0	0	1	0	0	1	0	 	 	5	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 17:21	Long-term
